Emisi Budidaya Padi,Emisi Tanah Organik Yang Dikeringkan (Co2),Emisi Pembuatan Pestisida,Emisi Transportasi Makanan,Emisi Ritel Makanan,Emisi Penggunaan Listrik Di Pertanian,Emisi Kemasan Makanan,Emisi Sistem Agrifood Pembuangan Limbah,Emisi Pengolahan Makanan,Emisi Manufaktur Pupuk,Emisi Pupuk Kandang Di Padang Rumput,Emisi Kebakaran Di Tanah Organik,Populasi Pedesaan,Populasi Perkotaan,Total Populasi - Pria,Total Populasi - Wanita,Emisi Total,Peningkatan Suhu Rata - Rata ° C,Tahun,lat,lon
3.8788,2562.3614,0.0,217.47,33.2949,6.1387,67.63136607385836,310.8816,63.0797,2494.960272356216,175.987,0.0,1637585.0,2875145.0,2285052.0,2299164.0,15685.295538430071,0.60275,2011,-2.9814344,23.8222636
3.8592,2761.3168,0.0,186.5352,36.6404,9.7617,67.63136607385836,313.5956,70.0885,2494.960272356216,176.7501,0.0,1660183.0,2973180.0,2350164.0,2363092.0,15307.560838430076,0.7362500000000001,2012,-2.9814344,23.8222636
3.871,2801.7001,0.0,221.6394,38.9847,9.9103,67.63136607385836,321.7467,78.0161,2494.960272356216,177.3888,0.0,1680730.0,3070663.0,2408084.0,2419983.0,15651.423538430075,0.7765,2013,-2.9814344,23.8222636
3.9259,2855.9772,0.0,234.9305,41.8619,10.4779,67.63136607385836,326.5583,81.6293,2494.960272356216,178.653,0.0,1700765.0,3170336.0,2466860.0,2478001.0,14967.548138430077,0.7905000000000001,2014,-2.9814344,23.8222636
921.6641089401876,0.0,0.0,1.7021,37.83863072271242,0.2245,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.709,0.0,7762.0,10594.0,8828.0,8295.0,2503.6780746026943,0.2301666666666666,1990,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,1.7021,37.83863072271242,0.2343,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.7089,0.0,7736.0,10792.0,8918.0,8390.0,2503.401274602695,0.1743333333333333,1991,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,1.7021,37.83863072271242,0.245,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.7311,0.0,7766.0,10948.0,8983.0,8473.0,2504.0226746026947,0.2266666666666666,1992,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0713,37.83863072271242,0.3125,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.8213,0.0,7819.0,11050.0,9023.0,8541.0,2508.3403746026947,0.0404166666666666,1993,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0713,37.83863072271242,0.3284,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.9033,0.0,7847.0,11116.0,9052.0,8604.0,2509.445374602695,0.1004999999999999,1994,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0713,37.83863072271242,0.2991,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.7401,0.0,7833.0,11123.0,9078.0,8658.0,2511.119974602695,0.4475,1995,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0812,37.83863072271242,0.3715,212.03365161482637,65.0723473790681,267.88728348701545,1407.363445340054,0.3565,0.0,7764.0,11051.0,9106.0,8692.0,2916.693067483864,0.1909999999999999,1996,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0812,37.83863072271242,0.346,212.03365161482637,65.0723473790681,267.88728348701545,1407.363445340054,0.2761,0.0,7459.0,11110.0,8995.0,8586.0,2918.408167483864,-0.0923333333333333,1997,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0812,37.83863072271242,0.3547,212.03365161482637,65.0723473790681,267.88728348701545,1407.363445340054,0.2985,0.0,7016.0,11279.0,8730.0,8337.0,2922.321767483864,-0.0889999999999999,1998,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0944,37.83863072271242,0.3775,212.03365161482637,65.0723473790681,267.88728348701545,1407.363445340054,0.3186,0.0,6627.0,11497.0,8435.0,8064.999999999999,2915.831467483864,0.5576666666666666,1999,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.0944,37.83863072271242,0.4303,212.03365161482637,65.0723473790681,267.88728348701545,1407.363445340054,0.3422,0.0,6308.0,11814.0,8119.999999999999,7777.0,2913.782167483864,0.3241666666666666,2000,-19.99697155,-157.78587140620786
1011.444080910068,0.0,0.0,1.7284,37.83863072271242,0.4428,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.3269,0.0,6064.0,12258.0,7808.0,7486.0,2616.146246572576,0.5060833333333333,2001,-19.99697155,-157.78587140620786
1011.444080910068,0.0,0.0,1.2343,37.83863072271242,0.4477,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2784,0.0,5952.0,12750.0,7667.0,7362.0,2614.375446572576,0.1674999999999999,2002,-19.99697155,-157.78587140620786
1011.444080910068,0.0,0.0,1.614,37.83863072271242,0.4817,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2372,0.0,5909.0,13239.0,7681.0,7396.0,2615.708346572575,0.1909166666666666,2003,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,1.9662,37.83863072271242,0.4735,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2084,0.0,5838.0,13684.0,7687.0,7426.0,2527.424174602695,0.2851666666666667,2004,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.1546,37.83863072271242,0.4979,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2084,0.0,5711.0,13999.0,7691.0,7456.0,2527.848574602695,0.141,2005,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.2681,37.83863072271242,0.574,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2085,0.0,5526.0,14170.0,7700.0,7499.0,2528.161574602695,0.2318333333333333,2006,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.5418,44.38942369506613,0.6097,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2136,0.0,5371.0,14140.0,7825.0,7681.0,2535.9327675750487,0.3035,2007,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.6322,44.38942369506613,0.6518,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2139,0.0,5238.0,13974.0,8063.000000000001,8000.0,2535.6815675750486,0.336,2008,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.4264,44.38942369506613,0.6102,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2136,0.0,5095.0,13773.0,8306.0,8329.0,2534.6489675750486,-0.0147499999999999,2009,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,2.8867,44.38942369506613,0.6176,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2164,0.0,4960.0,13585.0,8553.0,8659.0,2536.3309675750484,0.6715833333333333,2010,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,3.2287,44.38942369506613,0.5683,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2164,0.0,4836.0,13421.0,8797.0,8973.0,2537.6274675750483,0.5790833333333333,2011,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,3.4344,44.38942369506613,0.5996,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2164,0.0,4724.0,13272.0,8878.0,9121.0,2538.0790675750486,0.2235833333333333,2012,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,3.3988,44.38942369506613,0.6076,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2164,0.0,4625.0,13142.0,8805.0,9111.0,2538.0607675750484,0.4785833333333333,2013,-19.99697155,-157.78587140620786
921.6641089401876,0.0,0.0,3.6048,44.38942369506613,0.6267,212.03365161482637,65.0723473790681,267.88728348701545,1005.5877524588848,0.2164,0.0,4540.0,13048.0,8724.0,9092.0,2538.2331675750484,0.0685,2014,-19.99697155,-157.78587140620786
39.846,121.5115,7.0,177.7546,14.4249,0.3522,0.3758,1297.3354,7.7901,356.4910168671663,877.8178,0.0,1547893.0,1548102.0,1591754.0,1566500.0,5977.208616867166,0.6313333333333334,1990,10.2735633,-84.0739102
37.9683,121.5115,7.0,184.6173,9.7007,0.8952,0.4499,1312.9404,20.2,356.4910168671663,867.2631,0.0,1558692.0,1616957.0,1632684.0,1606731.0,6144.017516867167,0.5621818181818182,1991,10.2735633,-84.0739102
41.3286,121.5115,7.0,202.4319,10.2656,2.2801,2.6988,1324.0448,121.1539,356.4910168671663,849.7414,0.0,1569055.0,1688411.0,1674268.0,1647671.0,6351.883616867166,0.4547272727272727,1992,10.2735633,-84.0739102
32.8261,121.5115,6.0,213.483,14.2002,6.7411,12.4757,1335.9388,209.7123,356.4910168671663,843.0667,0.0,1578860.0,1762144.0,1716205.0,1689167.0,6596.769116867165,0.3053636363636363,1993,10.2735633,-84.0739102
35.1099,121.5115,10.0,305.2113,17.8672,3.8595,13.4931,1348.5267,303.8421,356.4910168671663,751.0276,0.0,1587694.0,1837996.0,1758226.0,1730927.0,6879.336516867168,0.4643,1994,10.2735633,-84.0739102
32.26,121.5115,4.0,296.1677,18.4629,3.7679,13.6431,1373.5476,332.1132,356.4910168671663,652.354,0.0,1595322.0,1915604.0,1800079.0,1772777.0,6693.515416867167,0.5575,1995,10.2735633,-84.0739102
45.1161,121.5115,77.0,296.6509,30.0262,2.1144,1.1744,1382.9579,51.1415,356.4910168671663,628.2603,0.0,1601720.0,1995012.0,1841732.0,1814502.0,6525.144016867166,0.0088333333333333,1996,10.2735633,-84.0739102
44.6363,121.5115,2.0,319.1038,23.5005,0.8919,1.7553,1389.3364,93.0477,356.4910168671663,599.1067,0.0,1606869.0,2075856.0,1883219.0,1856202.0,6666.756116867166,0.8956666666666667,1997,10.2735633,-84.0739102
43.915,121.5115,32.0,337.4701,34.7683,0.6139,2.6192,1402.1893,148.3008,356.4910168671663,594.3602,0.0,1610006.0,2157367.0,1924069.0,1897353.0,6928.343616867168,1.02775,1998,10.2735633,-84.0739102
50.6974,121.5115,101.0,351.8975,32.6393,0.609,3.0693,1412.1282,181.5291,356.4910168671663,554.3248,0.0,1610428.0,2238295.0,1963914.0,1937516.0,6965.943016867165,-0.1945,1999,10.2735633,-84.0739102
53.5919,121.5115,173.0,339.0069,39.1266,0.2838,3.5914,1419.8814,221.5898,356.4910168671663,524.4672,0.0,1607403.0,2318040.0,2002605.0,1976587.0,6998.742216867167,0.0355,2000,10.2735633,-84.0739102
44.6621,121.5115,66.0,360.8296,52.2062,0.7452,4.3626,1426.2034,272.1394,356.4910168671663,494.9924,0.0,1582349.0,2414449.0,2039504.0,2013719.0,4112.697516867166,0.6739999999999999,2001,10.2735633,-84.0739102
37.5481,115.9346,59.0,401.3193,57.1543,0.5929,4.7543,1431.9782,314.4316,356.4910168671663,466.3837,0.0,1554034.0,2509170.0,2074083.0,2048540.0,4075.5421168671664,0.9105833333333332,2002,10.2735633,-84.0739102
42.3705,113.0417,50.0,408.6426,68.6772,2.5693,5.4331,1431.214,362.4404,356.4910168671663,439.0431,0.0,1523324.0,2602647.0,2106901.0,2081709.0,4126.9823168671655,0.8078333333333334,2003,10.2735633,-84.0739102
48.6982,113.0417,40.0,444.1653,74.2385,1.763,6.1554,1439.6504,398.4757,356.4910168671663,410.8235,0.0,1491084.0,2695954.0,2138782.0,2114018.0,3998.5931168671664,0.8468181818181818,2004,10.2735633,-84.0739102
43.3152,113.0417,91.0,428.2763,95.4424,8.7638,6.6839,1447.5805,460.2605,356.4910168671663,439.6355,0.0,1458203.0,2789638.0,2170068.0,2145820.0,4397.034116867166,0.5361666666666667,2005,10.2735633,-84.0739102
38.3204,113.0417,72.0,451.319,112.4562,18.526,6.741,1456.0448,494.733,356.4910168671663,420.1497,0.0,1424705.0,2884089.0,2200829.0,2177342.0,4303.899116867166,0.84375,2006,10.2735633,-84.0739102
37.0456,113.0417,182.0,488.7183,122.5199,24.4964,9.0981,1468.8976,529.7729,356.4910168671663,456.7507,0.0,1390626.0,2978843.0,2231315.0,2208704.0,4979.714816867167,0.70125,2007,10.2735633,-84.0739102
42.3776,113.0417,191.0,500.8443,127.9908,21.3237,10.4154,1476.8289,499.1729,356.4910168671663,490.9855,0.0,1355892.0,3073616.0,2261818.0,2240104.0,4836.548616867165,0.3790909090909091,2008,10.2735633,-84.0739102
49.6499,113.0417,160.0,507.4859,120.8219,13.1486,10.6507,1485.569,424.667,356.4910168671663,490.3341,0.0,1320650.0,3167613.0,2291917.0,2271211.0,4733.224516867165,1.1512727272727272,2009,10.2735633,-84.0739102
62.6949,113.0417,204.0,527.5589,140.5026,17.6086,28.6136,1496.0143,433.5696,356.4910168671663,533.7146,0.0,1284690.0,3260590.0,2321021.0,2301231.0,4617.286816867166,0.8217499999999999,2010,10.2735633,-84.0739102
61.78,113.0417,195.0,538.4951,145.7829,20.135,28.4282,1504.1021,400.0453,356.4910168671663,505.8411,0.0,1248208.0,3352266.0,2349468.0,2330459.0,-2152.284183132834,0.6660909090909091,2011,10.2735633,-84.0739102
44.3156,113.0417,185.0,554.1192,147.7408,17.6314,30.4227,1515.7536,429.8007,356.4910168671663,488.281,0.0,1212562.0,3441560.0,2377400.0,2359193.0,-2081.1375831328337,0.8168453977217809,2012,10.2735633,-84.0739102
52.056,113.0417,187.0,563.0265,171.3181,25.9206,38.1204,1526.4594,406.3619,356.4910168671663,475.9962,0.0,1178012.0,3528389.0,2404428.0,2387107.0,-1922.8176831328344,0.8135748577244766,2013,10.2735633,-84.0739102
36.013,99.5768,178.0,575.3307,174.9987,22.9083,16.6611,1524.7168,384.7638,356.4910168671663,476.3049,0.0,1144604.0,3612971.0,2430257.0,2414032.0,-2025.862783132833,1.2445047655685622,2014,10.2735633,-84.0739102
471.259892423532,8.1671,70.0,212.1313,137.9704,52.0784,290.0692,246.3364,496.6852,0.203,175.7193,0.0,2291265.0,2441597.0,2317061.0,2481260.0,6904.593792423533,1.0038333333333334,1992,45.3658443,15.6575209
552.3591620489827,8.1671,71.0,222.1986,154.3963,45.7305,284.835,246.6244,499.4203,1.9782,170.1575,0.0,2263358.0,2434177.0,2314050.0,2478352.0,6652.634962048983,0.5260833333333333,1993,45.3658443,15.6575209
539.9813678801127,8.1671,77.0,235.3164,132.2813,29.7132,292.4724,250.5282,468.9641,29.6988,152.5955,0.0,2233490.0,2424312.0,2327809.0,2491617.0,6845.215167880115,1.649,1994,45.3658443,15.6575209
552.3591620489827,8.1671,81.0,256.3909,168.6684,32.4614,250.9815,467.312,553.6439,16.253,147.4937,0.0,2203185.0,2413578.0,2321763.0,2485337.0,6769.807062048983,0.3735833333333333,1995,45.3658443,15.6575209
552.3591620489827,7.848,74.0,254.0654,164.0976,30.8101,243.1247,526.1014,552.0323,80.6307,139.1929,0.0,2172661.0,2402226.0,2296738.0,2461890.0,6872.882362048982,-0.1863333333333333,1996,45.3658443,15.6575209
552.3591620489827,7.848,62.0,293.0713,182.5684,34.3162,285.9013,575.4617,676.0668,147.0928,138.2523,0.0,2142075.0,2390324.0,2271401.0,2439972.0,7373.272262048982,0.47825,1997,45.3658443,15.6575209
541.3281475337155,7.848,64.0,309.2962,200.2463,40.1503,271.5218,624.0076,735.6047,214.335,132.1992,0.0,2112611.0,2379291.0,2243724.0,2416209.0,7153.459047533716,0.7900833333333334,1998,45.3658443,15.6575209
552.3591620489827,7.2103,52.0,328.9435,196.4173,37.6112,289.3229,662.711,711.9089,284.9202,134.9697,0.0,2085692.0,2370741.0,2214120.0,2391209.0,7872.424562048982,0.9169166666666668,1999,45.3658443,15.6575209
476.4450995683408,7.2103,38.0,329.9172,196.9,39.5622,251.455,688.9408,597.3101,350.9302,134.95,0.0,2062239.0,2365833.0,2183182.0,2365252.0,7920.037399568339,1.80925,2000,45.3658443,15.6575209
585.2612788895616,9.3579,39.0,335.1532,231.8034,42.1346,270.4043,1037.3897,640.2361,419.9409,138.9182,0.0,2043497.0,2364583.0,2161272.0,2345487.0,8484.907278889563,1.0618333333333334,2001,45.3658443,15.6575209
585.2612788895616,9.039,39.0,358.2762,278.974,49.5662,280.8394,1261.7602,723.0249,491.8147,138.6455,0.0,2030408.0,2365411.0,2149735.0,2333133.0,8961.682678889561,1.5765,2002,45.3658443,15.6575209
367.6204686341807,9.039,45.0,407.94,339.8903,50.6901,264.7707,1029.4297,694.7473,300.2849,141.6607,0.0,2019844.0,2369102.0,2139514.0,2321624.0,8485.55756863418,1.2499166666666668,2003,45.3658443,15.6575209
541.9204707435823,7.4439,50.0,432.6689,313.2523,39.4443,198.4778,1698.8518,660.1233,362.1858,160.2731,0.0,2010143.0,2373777.0,2131459.0,2311891.0,10059.09627074358,0.6788333333333333,2004,45.3658443,15.6575209
530.8894562283151,7.4439,47.0,452.2129,338.8055,43.5388,198.0258,1279.8416,721.0636,743.736,167.534,0.0,2000102.0,2377955.0,2125584.0,2304098.0,10061.276656228314,0.1105,2005,45.3658443,15.6575209
541.9204707435823,7.4439,41.0,482.2907,349.0568,45.9802,200.3049,1157.8518,732.9231,784.8384,157.1199,0.0,1989394.0,2381305.0,2120684.0,2296876.0,10418.94507074358,0.8921666666666667,2006,45.3658443,15.6575209
537.4146503474223,9.9107,55.0,519.1079,406.0491,58.6178,223.982,1181.7594,755.5219,792.8237,151.6768,0.0,1978228.0,2384038.0,2116036.0,2289496.0,10828.000350347422,1.6814166666666666,2007,45.3658443,15.6575209
585.2612788895616,9.9107,57.0,515.675,394.3963,52.8213,199.7873,900.6109,846.6884,818.3715,147.8831,0.0,1966449.0,2385979.0,2111532.0,2282132.0,10516.93507888956,1.6074166666666667,2008,45.3658443,15.6575209
585.2612788895616,9.9107,43.0,514.7552,348.9356,42.0302,157.9324,909.3414,656.1133,605.889,144.002,0.0,1954051.0,2387033.0,2107410.0,2274720.0,8833.34867888956,1.43325,2009,45.3658443,15.6575209
585.2612788895616,9.9107,34.0,497.2652,367.4103,33.5015,143.7646,917.8887,655.2966,788.355,143.1303,0.0,1940974.0,2387179.0,2102739.0,2265943.0,9172.524378889564,0.6645833333333333,2010,45.3658443,15.6575209
585.2612788895616,9.9107,39.0,488.8984,451.9084,48.276,151.7095,932.2391,712.0117,758.891,143.8239,0.0,1927119.0,2386252.0,2096593.0,2255249.0,8492.782178889562,1.44375,2011,45.3658443,15.6575209
585.2612788895616,9.9107,39.0,480.0706,438.3072,43.2015,135.5556,934.723,640.7055,705.6144,148.011,0.0,1911684.0,2384842.0,2088824.0,2242771.0,8070.13367888956,1.6209999999999998,2012,45.3658443,15.6575209
585.2612788895616,9.9107,36.0,531.2104,329.3985,30.581,109.1923,941.7589,552.6113,1507.2251,140.867,0.0,1894797.0,2383009.0,2079934.0,2228919.0,8718.47927888956,1.4046666666666667,2013,45.3658443,15.6575209
585.2612788895616,9.9107,40.0,523.286,303.6136,27.4914,104.3005,940.7528,553.3158,1620.5503,139.4456,0.0,1876612.0,2380921.0,2070206.0,2213765.0,9023.54397888956,2.02475,2014,45.3658443,15.6575209
1214.3846,0.0,140.3487886172675,1036.5388,784.0613,230.0524,4.894,3194.8908,253.3551449733149,6.4609,2291.4653,0.0,2818688.0,7763393.0,5375743.0,5250938.0,6487.828133590583,0.9016666666666668,1990,23.0131338,-80.8328748
1192.8482,0.0,137.49455879249706,817.3003,785.8804,195.5257,5.2155,3166.8981,259.9693594591895,9.625,2266.0766,0.0,2807128.0,7856457.0,5418165.0,5295647.0,4485.952618251688,0.9053333333333334,1991,23.0131338,-80.8328748
1347.0766,0.0,106.9634628429896,526.8216,764.6065,164.025,3.9814,3129.5862,221.39506050860828,12.5703,2294.897,0.0,2809254.0,7924109.0,5451717.0,5332032.0,2042.3773233515988,0.57625,1992,23.0131338,-80.8328748
761.311,0.0,81.8720417941878,479.784,413.6399,165.9207,3.5267,3036.2118,18.0679,16.6526,2216.7632,0.0,2808930.0,7985205.0,5478723.0,5362211.0,519.3236417941878,0.65975,1993,23.0131338,-80.8328748
1307.1867,0.0,81.8720417941878,471.5258,421.9255,135.108,4.527,3036.5563,36.1356,22.3552,2234.4379,0.0,2807344.0,8043241.0,5498467.0,5388739.0,1549.905741794188,1.05125,1994,23.0131338,-80.8328748
1212.848,0.0,108.9273978061914,543.8987,428.4608,167.4629,4.7544,3084.0522,54.2035,27.6701,2074.2006,0.0,2805394.0,8100649.0,5513090.0,5413614.0,2316.920897806192,1.2251666666666667,1995,23.0131338,-80.8328748
1827.7235,0.0,116.32548727533322,556.1808,434.9373,166.3557,4.5785,3133.6051,72.2712,33.45,2047.4543,0.0,2803194.0,8157818.0,5526101.0,5436930.0,2707.4516872753343,0.5273333333333333,1996,23.0131338,-80.8328748
1673.0717,0.0,78.30515170006367,486.5648,443.6908,162.3491,4.8797,3129.2106,90.3392,39.5498,2072.088,0.0,2795530.0,8218452.999999999,5538332.0,5459797.0,2169.849551700064,1.1146666666666667,1997,23.0131338,-80.8328748
1520.325,0.0,80.47945834311913,466.7837,70.0128,147.44,5.2928,3089.6893,108.4071,45.5617,2081.6182,0.0,2782107.0,8281990.0,5550561.0,5483197.0,1548.91975834312,1.2055833333333337,1998,23.0131338,-80.8328748
1341.3299,0.0,81.8720417941878,446.7511,69.7439,152.3279,5.4371,3134.4595,126.4748,52.0632,2032.6098,0.0,2767563.0,8342441.000000001,5562926.0,5507169.0,1396.0563417941885,0.7275,1999,23.0131338,-80.8328748
1568.8624,0.0,81.49788570760421,514.6843,98.8215,157.8831,5.303,3156.2564,144.5427,57.6374,1965.6936,0.0,2751655.0,8399081.0,5574842.0,5530949.0,1677.3406857076038,0.4913333333333333,2000,23.0131338,-80.8328748
1441.4232,0.0,83.85832458077573,509.8233,118.2177,130.3904,4.75,3146.4883,162.6106,63.6904,1935.7898,0.0,2734588.0,8451954.0,5585454.0,5553672.0,1663.7100245807767,0.6348333333333334,2001,23.0131338,-80.8328748
1551.8888,0.0,82.46574112970707,500.9224,159.3157,160.9406,5.291,3149.194,180.6783,75.0911,1926.1439,0.0,2716433.0,8501565.0,5595307.0,5574743.0,5001.146041129708,0.9423333333333334,2002,23.0131338,-80.8328748
1604.064,0.0,78.30515170006367,486.8956,190.1149,197.9406,4.7209,3082.7605,150.2516,79.7451,1953.7867,0.0,2704756.0,8540129.0,5606222.0,5592995.0,4962.754051700065,1.04025,2003,23.0131338,-80.8328748
1237.3558,0.0,81.8720417941878,470.0586,216.0796,219.7544,4.7331,3112.2412,215.1829,130.3353,1934.0655,0.0,2699495.0,8567446.0,5616987.0,5608307.0,4749.165641794189,0.884,2004,23.0131338,-80.8328748
997.2245,0.0,85.19005362524122,506.1125,248.1239,214.2217,4.513,3063.7204,197.9308,95.9794,1853.2403,0.0,2693118.0,8591135.0,5625118.0,5620997.0,4475.158853625243,0.7919166666666667,2005,23.0131338,-80.8328748
1119.7794,0.0,81.8720417941878,474.7753,256.5542,214.0608,4.6173,3065.4625,150.2516,124.1806,1916.3739,0.0,2685454.0,8610779.0,5630144.0,5630486.0,4769.968941794189,0.9644166666666668,2006,23.0131338,-80.8328748
1067.0162,0.0,81.8720417941878,473.2623,252.2518,227.3604,4.7185,3081.0318,132.9994,108.2611,1926.2307,0.0,2676725.0,8626962.0,5632650.0,5637238.0,4203.950841794189,0.8227500000000001,2007,23.0131338,-80.8328748
1219.2298,0.0,81.8720417941878,479.5919,259.0531,244.3149,5.3184,3117.6889,228.9849,116.0798,1947.6945,0.0,2667669.0,8642085.0,5633996.0,5642613.0,4515.846741794189,0.621,2008,23.0131338,-80.8328748
1691.4878,0.0,78.30515170006367,472.9385,259.6539,243.5519,5.6852,3117.1159,237.454,62.2193,1975.6704,0.0,2659312.0,8659290.0,5635364.0,5647821.0,5072.871351700064,1.0476666666666663,2009,23.0131338,-80.8328748
1383.2034,0.0,81.8720417941878,480.1402,260.4134,222.855,5.8975,3106.658,275.7228,86.0522,1990.101,0.0,2652264.0,8680787.0,5637179.0,5653239.0,4508.679941794189,0.7125,2010,23.0131338,-80.8328748
1631.0806,0.0,78.30515170006367,473.2843,298.6588,259.5743,4.4038,3126.3057,193.5393,131.9027,2010.9498,0.0,2646885.0,8707766.0,5639643.0,5659068.0,2582.178851700063,0.6945833333333332,2011,23.0131338,-80.8328748
1589.2307,0.0,78.30515170006367,485.9647,280.0811,255.2709,4.2482,3151.3892,188.2065,147.0186,2006.2577,0.0,2642849.0,8739297.0,5643060.0,5666230.0,2398.562651700064,0.6291666666666667,2012,23.0131338,-80.8328748
1550.9323,0.0,82.46574112970707,500.0664,293.598,253.5698,3.9755,3165.2758,193.5393,142.3416,2013.1221,0.0,2644532.0,8767635.0,5647146.0,5674433.0,2481.462241129708,0.9610833333333332,2013,23.0131338,-80.8328748
1345.1245,0.0,83.85832458077573,502.5168,309.6929,252.7649,3.6129,3172.423,195.1076,139.0071,2051.5986,0.0,2647001.0,8792766.0,5650315.0,5681712.0,984.5453245807752,1.0579166666666666,2014,23.0131338,-80.8328748
246.40727646443952,0.0,49.0,87.6156,60.159,46.3431,41.027,236.0282,59.2159,2213.577765693235,75.5587,0.0,254703.0,511911.0,399170.0,389330.0,4029.099842157675,0.16925,1990,34.9174159,32.889902651331866
246.40727646443952,0.0,42.0,87.3586,64.1917,49.1552,83.469,237.917,61.0199,2213.577765693235,76.376,0.0,256963.00000000003,526166.0,404752.0,394308.0,4047.778242157676,0.1361666666666666,1991,34.9174159,32.889902651331866
248.06149701135485,0.0,33.0,98.2172,83.4593,46.6016,83.6357,241.4824,66.9366,2210.0975110932354,76.7328,0.0,259417.0,541192.0,410698.0,399733.0,4169.506608104591,-0.9995833333333334,1992,34.9174159,32.889902651331866
248.06149701135485,0.0,38.0,99.8028,98.6806,47.4939,75.9313,243.404,75.6943,2210.0975110932354,79.5605,0.0,263702.0,555049.0,418524.0,407461.0,4276.00400810459,-0.0880833333333333,1993,34.9174159,32.889902651331866
248.06149701135485,0.0,39.0,103.876,107.8781,51.966,81.8515,243.7772,79.4685,2210.0975110932354,81.2201,0.0,268585.0,568525.0,427656.0,416788.0,4343.413008104591,0.7875833333333334,1994,34.9174159,32.889902651331866
248.06149701135485,0.0,34.0,110.415,109.6096,58.0983,74.0919,247.2681,84.4379,2210.0975110932354,84.8025,0.0,273398.0,581986.0,436545.0,425873.0,4348.25700810459,0.14475,1995,34.9174159,32.889902651331866
248.06149701135485,0.0,51.0,114.0289,84.7369,67.3714,82.0238,249.6328,88.8594,2210.0975110932354,87.6432,0.0,278092.0,595331.0,445236.0,434823.0,4452.940408104591,0.4713333333333333,1996,34.9174159,32.889902651331866
246.40727646443952,0.0,49.0,119.143,103.4409,65.4743,60.9563,251.5114,93.3381,2210.0975110932354,87.3116,0.0,282661.0,608531.0,453764.0,443706.0,4432.004887557676,-0.0967499999999999,1997,34.9174159,32.889902651331866
246.40727646443952,0.0,28.0,125.0263,110.809,73.3979,61.8499,254.5517,99.7457,2210.0975110932354,88.2289,0.0,287106.0,621598.0,462147.0,452514.0,4430.193387557675,1.00325,1998,34.9174159,32.889902651331866
246.40727646443952,0.0,16.0,128.5643,128.0407,78.0445,61.1352,255.5429,109.3007,2210.0975110932354,87.9313,0.0,291459.0,634591.0,470377.0,461223.0,4480.026587557675,1.125916666666667,1999,34.9174159,32.889902651331866
246.40727646443952,0.0,1.0,132.0436,128.6136,81.4913,64.3191,257.3181,113.1922,2210.0975110932354,92.9254,0.0,295736.0,647550.0,478455.0,469782.0,4541.257087557675,0.5283333333333333,2000,34.9174159,32.889902651331866
